Temperature,Concentration,Viscosity,Boiling Point,Freezing Point,Molecular mass + (u),Ionic radius + (pm),Charge number +,Molecular mass - (u),Ionic radius - (pm),Charge number -,Shielding Effect+,Reduction in Activity Coefficient+,Molecular Polarization+,Shielding Effect-,Reduction in Activity Coefficient-,Molecular Polarization-,Duration,Event,Cumulative_Hazard,Dielectric
40,40.5,1845.41,101.15,-15.48,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,449,0,1.389366323,46.26
40,45,1958.68,101.25,-17.2,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,450,0,1.339918212,44.78
50,4.25,714.56,100.16,-1.63,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,451,1,2.225445565,65.5
50,8.5,821.02,100.3,-3.26,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,452,1,2.031693072,61.78
50,12.75,913.51,100.43,-4.88,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,453,1,1.874900525,58.5
50,17,1002.31,100.55,-6.5,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,454,1,1.74509992,55.57
50,21.25,1089.62,100.67,-8.13,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,455,1,1.636661777,52.95
50,25.5,1176.16,100.78,-9.75,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,456,0,1.545143395,50.6
50,29.75,1262.27,100.89,-11.37,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,457,0,1.468058991,48.51
50,34,1348.1,101,-12.99,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,458,0,1.402354228,46.64
50,38.25,1433.75,101.1,-14.62,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,459,0,1.346825878,44.99
50,42.5,1519.28,101.19,-16.24,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,460,0,1.299846287,43.54
60,4,596.08,100.15,-1.54,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,461,1,2.083074912,62.8
60,8,678.79,100.28,-3.06,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,462,1,1.917146352,59.41
60,12,751.02,100.4,-4.59,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,463,1,1.781365135,56.41
60,16,820.51,100.52,-6.12,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,464,1,1.667812413,53.72
60,20,888.89,100.64,-7.65,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,465,0,1.571470827,51.29
60,24,956.7,100.75,-9.18,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,466,0,1.489786282,49.11
60,28,1024.19,100.85,-10.7,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,467,0,1.419628735,47.14
60,32,1091.47,100.95,-12.23,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,468,0,1.359416112,45.37
60,36,1158.62,101.05,-13.76,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,469,0,1.307827679,43.79
60,40,1225.67,101.14,-15.29,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,470,0,1.263754676,42.39
70,3.95,514.25,100.15,-1.52,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,471,1,1.946949803,60.04
70,7.9,582.76,100.28,-3.03,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,472,1,1.800220131,56.84
70,11.85,643.37,100.4,-4.54,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,473,1,1.678875187,53.99
70,15.8,701.91,100.52,-6.04,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,474,0,1.577253279,51.44
70,19.75,759.62,100.63,-7.55,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,475,0,1.490881049,49.14
70,23.7,816.9,100.74,-9.06,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,476,0,1.416850582,47.06
70,27.65,873.94,100.84,-10.57,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,477,0,1.353437713,45.19
70,31.6,930.83,100.94,-12.08,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,478,0,1.298573793,43.5
70,35.55,987.62,101.03,-13.59,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,479,0,1.251437409,41.99
70,39.5,1044.33,101.13,-15.1,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,480,0,1.211042628,40.65
80,3.9,452.02,100.15,-1.5,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,481,1,1.825074989,57.4
80,7.8,510.23,100.27,-2.99,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,482,1,1.694569444,54.37
80,11.7,562.24,100.4,-4.48,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,483,0,1.586549493,51.68
80,15.6,612.64,100.51,-5.97,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,484,0,1.495268165,49.26
80,19.5,662.38,100.62,-7.46,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,485,0,1.41754461,47.08
80,23.4,711.8,100.73,-8.95,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,486,0,1.35045838,45.1
80,27.3,761.02,100.83,-10.44,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,487,0,1.292862964,43.32
80,31.2,810.13,100.93,-11.93,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,488,0,1.242886822,41.71
80,35.1,859.16,101.02,-13.41,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,489,0,1.199826556,40.27
80,39,908.13,101.12,-14.9,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,490,0,1.162804794,38.99
90,3.8,402.35,100.14,-1.46,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,491,1,1.717124514,54.91
90,7.6,452.3,100.27,-2.91,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,492,0,1.6021651,52.08
90,11.4,497.18,100.39,-4.36,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,493,0,1.506292518,49.56
90,15.2,540.74,100.5,-5.81,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,494,0,1.424852462,47.29
90,19,583.77,100.61,-7.27,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,495,0,1.35476397,45.23
90,22.8,626.53,100.71,-8.72,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,496,0,1.294446781,43.37
90,26.6,669.14,100.81,-10.17,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,497,0,1.24197416,41.68
90,30.4,711.65,100.91,-11.62,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,498,0,1.196306265,40.15
90,34.2,754.1,101,-13.07,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,499,0,1.156840944,38.78
90,38,796.51,101.09,-14.52,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,500,0,1.122518999,37.55
0,3.06,2488.91,100.01,-1.05,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,501,1,1.835694071,80.82
0,6.12,2609.45,100.72,-2.08,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,502,1,1.594608935,75.07
0,9.18,2730,101.44,-3.12,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,503,1,1.413279464,70.14
0,12.24,2850.55,102.16,-4.16,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,504,1,1.272976581,65.87
0,15.3,2971.09,102.86,-5.2,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,505,1,1.163002266,62.18
0,18.36,3091.64,103.57,-6.24,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,506,1,1.075880665,59
0,21.42,3212.18,104.28,-7.27,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,507,1,1.006559224,56.28
0,24.48,3332.73,104.99,-8.31,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,508,1,0.951904917,54
0,27.54,3453.27,105.71,-9.35,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,509,0,0.909078633,52.12
0,30.6,3573.82,106.42,-10.39,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,510,0,0.876509508,50.63
10,3.12,1304.95,100.03,-1.07,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,511,1,1.675463952,77.09
10,6.24,1369.33,100.75,-2.12,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,512,1,1.461851021,71.52
10,9.36,1433.71,101.48,-3.18,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,513,1,1.300703855,66.75
10,12.48,1498.1,102.2,-4.24,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,514,1,1.175887866,62.63
10,15.6,1562.48,102.93,-5.3,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,515,1,1.077990246,59.08
10,18.72,1626.86,103.65,-6.36,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,516,1,1.000416409,56.03
10,21.84,1691.24,104.38,-7.42,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,517,1,0.939171298,53.45
10,24.96,1755.62,105.11,-8.47,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,518,0,0.890571516,51.28
10,28.08,1820,105.84,-9.53,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,519,0,0.85300735,49.52
10,31.2,1884.38,106.56,-10.59,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,520,0,0.82446337,48.13
20,3.28,886.24,100.06,-1.12,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,521,1,1.528845257,73.35
20,6.56,932.09,100.87,-2.23,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,522,1,1.335232582,67.82
20,9.84,977.94,101.59,-3.35,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,523,1,1.190081273,63.12
20,13.12,1023.78,102.35,-4.46,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,524,1,1.078518287,59.1
20,16.4,1069.63,103.11,-5.57,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,525,1,0.991151051,55.65
20,19.68,1115.48,103.88,-6.68,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,526,1,0.9229849,52.74
20,22.96,1161.33,104.64,-7.8,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,527,0,0.868817086,50.27
20,26.24,1207.18,105.4,-8.91,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,528,0,0.82709196,48.26
20,29.52,1253.03,106.17,-10.02,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,529,0,0.795120385,46.65
20,32.8,1298.88,106.93,-11.13,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,530,0,0.771719151,45.43
30,3.36,670.93,100.08,-1.15,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,531,1,1.40637529,69.94
30,6.72,706.44,100.82,-2.29,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,532,1,1.232791793,64.56
30,10.08,741.95,101.64,-3.43,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,533,1,1.102549785,60
30,13.44,777.46,102.43,-4.57,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,534,1,1.00237802,56.11
30,16.8,812.98,103.21,-5.71,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,535,1,0.924341906,52.8
30,20.16,848.49,103.99,-6.85,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,536,0,0.863092106,50
30,23.52,884,104.77,-7.99,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,537,0,0.815229105,47.67
30,26.88,919.51,105.55,-9.13,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,538,0,0.778170699,45.77
30,30.24,955.02,106.33,-10.26,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,539,0,0.75029155,44.28
30,33.6,990.54,107.12,-11.4,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,540,0,0.730173719,43.17
40,3.44,540.05,100.1,-1.17,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,541,1,1.298476338,66.68
40,6.88,569.28,100.9,-2.34,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,542,1,1.142398603,61.45
40,10.32,598.51,101.7,-3.51,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,543,1,1.025465972,57.04
40,13.76,627.74,102.5,-4.68,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,544,1,0.935270021,53.28
40,17.2,656.97,103.3,-5.84,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,545,0,0.865208057,50.1
40,20.64,686.2,104.1,-7.01,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,546,0,0.810253937,47.42
40,24.08,715.42,104.9,-8.18,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,547,0,0.76757315,45.21
40,27.52,744.65,105.7,-9.34,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,548,0,0.734657174,43.42
40,30.96,773.88,106.5,-10.51,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,549,0,0.710247407,42.04
40,34.4,803.11,107.3,-11.68,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,550,0,0.693576826,41.07
50,3.52,452.09,100.12,-1.2,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,551,1,1.203266897,63.57
50,7.04,477.09,100.94,-2.4,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,552,1,1.062528795,58.49
50,10.56,502.1,101.76,-3.59,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,553,1,0.957046576,54.22
50,14.08,527.1,102.58,-4.78,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,554,0,0.87586588,50.6
50,17.6,552.11,103.39,-5.98,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,555,0,0.812638217,47.54
50,21.12,577.11,104.21,-7.17,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,556,0,0.763262508,44.98
50,24.64,602.12,105.03,-8.37,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,557,0,0.725007178,42.88
50,28.16,627.13,105.85,-9.56,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,558,0,0.695958509,41.21
50,31.68,652.13,106.67,-10.75,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,559,0,0.674484063,39.93
50,35.2,677.14,107.49,-11.95,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,560,0,0.659782811,39.03
50,3.65,389.21,100.15,-1.25,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,561,1,1.117224952,60.54
60,7.3,411.48,101,-2.48,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,562,1,0.988727094,55.55
60,10.95,433.76,101.85,-3.72,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,563,0,0.892973462,51.39
60,14.6,456.04,102.7,-4.96,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,564,0,0.819231226,47.87
60,18.25,478.31,103.55,-6.2,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,565,0,0.76232862,44.93
60,21.9,500.59,104.39,-7.44,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,566,0,0.718116665,42.49
60,25.55,522.87,105.24,-8.67,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,567,0,0.684298858,40.52
60,29.2,545.15,106.08,-9.91,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,568,0,0.658814198,38.97
60,32.85,567.42,106.94,-11.15,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,569,0,0.64067838,37.83
60,36.5,589.7,107.79,-12.39,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,570,0,0.628712083,37.06
70,3.7,341.42,100.16,-1.26,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,571,1,1.028483543,57.16
70,7.4,361.22,101,-2.52,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,572,1,0.927743154,52.95
70,11.1,381.01,101.88,-3.77,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,573,0,0.840978691,48.94
70,14.8,400.81,102.74,-5.03,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,574,0,0.774369168,45.57
70,18.5,420.6,103.6,-6.28,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,575,0,0.722703025,42.75
70,22.2,440.4,104.46,-7.54,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,576,0,0.682625338,40.42
70,25.9,460.19,105.32,-8.79,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,577,0,0.652073612,38.55
70,29.6,479.98,106.19,-10.05,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,578,0,0.629174091,37.09
70,33.3,499.78,107.05,-11.3,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,579,0,0.613053925,36.03
70,37,519.57,107.91,-12.56,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,580,0,0.602635627,35.33
80,3.75,304.14,100.16,-1.28,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,581,1,0.977892437,55.1
80,7.5,322,101.04,-2.55,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,582,0,0.87329609,50.48
80,11.25,339.86,101.92,-3.82,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,583,0,0.794341996,46.61
80,15,357.71,102.79,-5.1,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,584,0,0.733758286,43.37
80,18.75,375.57,103.66,-6.37,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,585,0,0.686816834,40.67
80,22.5,393.43,104.53,-7.64,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,586,0,0.650638197,38.46
80,26.25,411.29,105.41,-8.91,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,587,0,0.622889265,36.68
80,30,429.14,106.28,-10.18,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,588,0,0.59983848,35.14
80,33.75,447,107.15,-11.46,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,589,0,0.587914749,34.32
80,37.5,464.86,108.02,-12.73,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,590,0,0.578915088,33.69
90,3.8,274.24,100.18,-1.3,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,591,0,0.919601096,52.59
90,7.6,290.55,101.07,-2.59,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,592,0,0.824059714,48.11
90,11.4,306.85,101.95,-3.87,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,593,0,0.752499383,44.4
90,15.2,323.16,102.84,-5.16,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,594,0,0.69732314,41.29
90,19,339.46,103.72,-6.45,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,595,0,0.65447301,38.7
90,22.8,355.76,104.6,-7.74,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,596,0,0.621518095,36.59
90,26.6,372.07,105.49,-9.03,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,597,0,0.596323792,34.9
90,30.4,388.37,106.37,-10.32,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,598,0,0.577782175,33.61
90,34.2,404.67,107.26,-11.61,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,599,0,0.56491195,32.69
90,38,420.98,108.14,-12.9,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,600,0,0.557218674,32.13
